year,AreaOfResidence,Latitude,Longitude,parameter,value
2016,MONAMOLIN,52.551,-6.356,Precipitation Amount,985.7
2016,MONEYSTOWN,53.012,-6.227,Greatest Daily Fall,30.1
2016,MONEYSTOWN,53.012,-6.227,Number of Rain Days,79
2016,MONEYSTOWN,53.012,-6.227,Number of Wet Days,68
2016,MONEYSTOWN,53.012,-6.226,Precipitation Amount,455
2016,MOORE PARK,52.164,-8.264,Precipitation Amount,987
2016,MOOREPARK,52.16388888888888,-8.26388888888889,Mean Temperature,101.59
2016,MOUNT RUSSELL,52.33,-8.569,Greatest Daily Fall,46.3
2016,MOUNT RUSSELL,52.33,-8.569,Number of Rain Days,234
2016,MOUNT RUSSELL,52.33,-8.569,Number of Wet Days,182
2016,MOUNT RUSSELL,52.33,-8.569,Precipitation Amount,1197.9
2016,MOUNT RUSSELL,52.33,-8.569,Maximum Temperature,13.33
2016,MOUNT RUSSELL,52.33,-8.569,Minimum Temperature,6.84
2016,MOYARD (Shanbolard),53.562,-10.058,Greatest Daily Fall,56.5
2016,MOYARD (Shanbolard),53.562,-10.058,Number of Rain Days,262
2016,MOYARD (Shanbolard),53.562,-10.058,Number of Wet Days,204
2016,MOYARD (Shanbolard),53.562,-10.058,Precipitation Amount,1498.5
2016,MOYCULLEN (Loughwell),53.307,-9.227,Greatest Daily Fall,37.4
2016,MOYCULLEN (Loughwell),53.307,-9.227,Number of Rain Days,245
2016,MOYCULLEN (Loughwell),53.307,-9.227,Number of Wet Days,204
2016,MOYCULLEN (Loughwell),53.307,-9.227,Precipitation Amount,1550.5
2016,MT DILLON,53.727,-7.981,Precipitation Amount,1011.1
2016,MT DILLON,53.72694,-7.98083,Mean Temperature,96.743
2016,MULLAGH (Carrowlagan),52.798,-9.401,Greatest Daily Fall,37.6
2016,MULLAGH (Carrowlagan),52.798,-9.401,Number of Rain Days,236
2016,MULLAGH (Carrowlagan),52.798,-9.401,Number of Wet Days,185
2016,MULLAGH (Carrowlagan),52.798,-9.401,Precipitation Amount,1233.7
2016,MULLAGH (Carrowlagan),52.798,-9.401,Maximum Temperature,14.093
2016,MULLAGH (Carrowlagan),52.798,-9.401,Minimum Temperature,7.441
2016,MULLINAHONE (Killaghy),52.521,-7.51,Greatest Daily Fall,28.6
2016,MULLINAHONE (Killaghy),52.521,-7.51,Number of Rain Days,179
2016,MULLINAHONE (Killaghy),52.521,-7.51,Number of Wet Days,129
2016,MULLINAHONE (Killaghy),52.521,-7.51,Precipitation Amount,800.1
2016,MULLINAVAT (Garrygaug),52.379,-7.229,Greatest Daily Fall,31.4
2016,MULLINAVAT (Garrygaug),52.379,-7.229,Number of Rain Days,176
2016,MULLINAVAT (Garrygaug),52.379,-7.229,Number of Wet Days,137
2016,MULLINAVAT (Garrygaug),52.379,-7.229,Precipitation Amount,1033.5
2016,MULLINAVAT (Glendonnell),52.363,-7.156,Greatest Daily Fall,32
2016,MULLINAVAT (Glendonnell),52.363,-7.156,Number of Rain Days,170
2016,MULLINAVAT (Glendonnell),52.363,-7.156,Number of Wet Days,138
2016,MULLINAVAT (Glendonnell),52.363,-7.156,Precipitation Amount,1016.6
2016,MULLINGAR,53.537,-7.362,Precipitation Amount,988.3
2016,MULLINGAR,53.53694444444445,-7.361944444444444,Mean Temperature,95.311
2016,MULRANY (Doughbeg),53.886,-9.809,Greatest Daily Fall,29.4
2016,MULRANY (Doughbeg),53.886,-9.809,Number of Rain Days,283
2016,MULRANY (Doughbeg),53.886,-9.809,Number of Wet Days,238
2016,MULRANY (Doughbeg),53.886,-9.809,Precipitation Amount,1514.5
2016,MURRISK,53.782,-9.629,Greatest Daily Fall,48.6
2016,MURRISK,53.782,-9.629,Number of Rain Days,265
2016,MURRISK,53.782,-9.629,Number of Wet Days,212
2016,MURRISK,53.782,-9.629,Precipitation Amount,1432.1
2016,MUSHERA,52.027,-9.001,Greatest Daily Fall,54.6
2016,MUSHERA,52.027,-9.001,Number of Rain Days,220
2016,MUSHERA,52.027,-9.001,Number of Wet Days,174
2016,MUSHERA,52.027,-9.001,Precipitation Amount,1470.3
2016,MUSKERRY (Golf Club),51.919,-8.61,Greatest Daily Fall,47.7
2016,MUSKERRY (Golf Club),51.919,-8.61,Number of Rain Days,192
2016,MUSKERRY (Golf Club),51.919,-8.61,Number of Wet Days,146
2016,MUSKERRY (Golf Club),51.919,-8.61,Precipitation Amount,1078.5
2016,NAAS (C.B.S.),53.218,-6.658,Greatest Daily Fall,26.6
2016,NAAS (C.B.S.),53.218,-6.658,Number of Rain Days,205
2016,NAAS (C.B.S.),53.218,-6.658,Number of Wet Days,140
2016,NAAS (C.B.S.),53.218,-6.658,Precipitation Amount,786.1
2016,NAAS (Osberstown),53.224,-6.693,Greatest Daily Fall,25.7
2016,NAAS (Osberstown),53.224,-6.693,Number of Rain Days,203
2016,NAAS (Osberstown),53.224,-6.693,Number of Wet Days,146
2016,NAAS (Osberstown),53.224,-6.693,Precipitation Amount,785.5
2016,NEWBLISS (Crappagh),54.139,-7.105,Greatest Daily Fall,23.2
2016,NEWBLISS (Crappagh),54.139,-7.105,Number of Rain Days,219
2016,NEWBLISS (Crappagh),54.139,-7.105,Number of Wet Days,153
2016,NEWBLISS (Crappagh),54.139,-7.105,Precipitation Amount,843.1
2016,NEWBLISS (Drumshannon),54.164,-7.121,Greatest Daily Fall,20.6
2016,NEWBLISS (Drumshannon),54.164,-7.121,Number of Rain Days,210
2016,NEWBLISS (Drumshannon),54.164,-7.121,Number of Wet Days,158
2016,NEWBLISS (Drumshannon),54.164,-7.121,Precipitation Amount,848.6
2016,NEWCASTLE WEST (Castle Demesne),52.451,-9.065,Greatest Daily Fall,29.1
2016,NEWCASTLE WEST (Castle Demesne),52.451,-9.065,Number of Rain Days,227
2016,NEWCASTLE WEST (Castle Demesne),52.451,-9.065,Number of Wet Days,163
2016,NEWCASTLE WEST (Castle Demesne),52.451,-9.065,Precipitation Amount,1071.6
2016,NEWMARKET (New Street),52.215,-9.001,Greatest Daily Fall,41.4
2016,NEWMARKET (New Street),52.215,-9.001,Number of Rain Days,231
2016,NEWMARKET (New Street),52.215,-9.001,Number of Wet Days,183
2016,NEWMARKET (New Street),52.215,-9.001,Precipitation Amount,1165.4
2016,NEWMARKET BALLINATONA P.H.,52.258,-9.049,Greatest Daily Fall,44.7
2016,NEWMARKET BALLINATONA P.H.,52.258,-9.049,Number of Rain Days,238
2016,NEWMARKET BALLINATONA P.H.,52.258,-9.049,Number of Wet Days,194
2016,NEWMARKET BALLINATONA P.H.,52.258,-9.049,Precipitation Amount,1433.3
2016,NEWPORT,53.924,-9.573,Precipitation Amount,1576.1
2016,NEWPORT (Ardagh Lodge),53.892,-9.606,Greatest Daily Fall,32.1
2016,NEWPORT (Ardagh Lodge),53.892,-9.606,Number of Rain Days,267
2016,NEWPORT (Ardagh Lodge),53.892,-9.606,Number of Wet Days,209
2016,NEWPORT (Ardagh Lodge),53.892,-9.606,Precipitation Amount,1339.7
2016,NEWPORT (Coole),52.726,-8.403,Greatest Daily Fall,19.2
2016,NEWPORT (Coole),52.726,-8.403,Number of Rain Days,229
2016,NEWPORT (Coole),52.726,-8.403,Number of Wet Days,161
2016,NEWPORT (Coole),52.726,-8.403,Precipitation Amount,781.9
2016,NEWPORT (Furnace),53.924,-9.571,Greatest Daily Fall,40.1
2016,NEWPORT (Furnace),53.924,-9.571,Number of Rain Days,267
2016,NEWPORT (Furnace),53.924,-9.571,Number of Wet Days,223
2016,NEWPORT (Furnace),53.924,-9.571,Precipitation Amount,1575.2
2016,NEWPORT (Furnace),53.924,-9.571,Maximum Temperature,13.959
2016,NEWPORT (Furnace),53.924,-9.571,Minimum Temperature,7.907
2016,NEWPORT FURNACE,53.92194444444444,-9.571944444444444,Mean Temperature,106.262
2016,NEWTOWNMOUNTKENNEDY FOREST LAB.,53.098,-6.114,Greatest Daily Fall,31
2016,NEWTOWNMOUNTKENNEDY FOREST LAB.,53.098,-6.114,Number of Rain Days,87
2016,NEWTOWNMOUNTKENNEDY FOREST LAB.,53.098,-6.114,Number of Wet Days,66
2016,NEWTOWNMOUNTKENNEDY FOREST LAB.,53.098,-6.114,Precipitation Amount,449.1
2016,OAK PARK,52.861111111111114,-6.915,Mean Temperature,101.877
2016,"OAK PARK,,,,,,,,,,,,,,,,,,,,,,,",52.861,-6.915,Precipitation Amount,746.6
2016,OLD ROSS (Dunanore),52.394,-6.848,Greatest Daily Fall,30
2016,OLD ROSS (Dunanore),52.394,-6.848,Number of Rain Days,196
2016,OLD ROSS (Dunanore),52.394,-6.848,Number of Wet Days,135
2016,OLD ROSS (Dunanore),52.394,-6.848,Precipitation Amount,988.8
2016,OLDBRIDGE (Oakview),53.053,-6.276,Greatest Daily Fall,42.7
2016,OLDBRIDGE (Oakview),53.053,-6.276,Number of Rain Days,201
2016,OLDBRIDGE (Oakview),53.053,-6.276,Number of Wet Days,151
2016,OLDBRIDGE (Oakview),53.053,-6.276,Precipitation Amount,1310.2
2016,OMEATH,54.087,-6.256,Greatest Daily Fall,39.5
2016,OMEATH,54.087,-6.256,Number of Rain Days,221
2016,OMEATH,54.087,-6.256,Number of Wet Days,166
2016,OMEATH,54.087,-6.256,Precipitation Amount,1095.9
2016,OUGHTERARD GOLF CLUB,53.422,-9.284,Greatest Daily Fall,44.5
2016,OUGHTERARD GOLF CLUB,53.422,-9.284,Number of Rain Days,242
2016,OUGHTERARD GOLF CLUB,53.422,-9.284,Number of Wet Days,206
2016,OUGHTERARD GOLF CLUB,53.422,-9.284,Precipitation Amount,1539.7
2016,PARKNAHOWN CULLAHILL,52.815,-7.492,Greatest Daily Fall,24.5
2016,PARKNAHOWN CULLAHILL,52.815,-7.492,Number of Rain Days,215
2016,PARKNAHOWN CULLAHILL,52.815,-7.492,Number of Wet Days,131
2016,PARKNAHOWN CULLAHILL,52.815,-7.492,Precipitation Amount,710.4
2016,PATRICKSWELL (Dooneen),52.595,-8.673,Greatest Daily Fall,21.5
2016,PATRICKSWELL (Dooneen),52.595,-8.673,Number of Rain Days,203
2016,PATRICKSWELL (Dooneen),52.595,-8.673,Number of Wet Days,151
2016,PATRICKSWELL (Dooneen),52.595,-8.673,Precipitation Amount,854.5
2016,PAULSTOWN (Shankill Castle),52.688,-7.018,Greatest Daily Fall,28
2016,PAULSTOWN (Shankill Castle),52.688,-7.018,Number of Rain Days,204
2016,PAULSTOWN (Shankill Castle),52.688,-7.018,Number of Wet Days,121
2016,PAULSTOWN (Shankill Castle),52.688,-7.018,Precipitation Amount,753.1
2016,PETTIGO (Belault),54.548,-7.891,Greatest Daily Fall,25.7
2016,PETTIGO (Belault),54.548,-7.891,Number of Rain Days,252
2016,PETTIGO (Belault),54.548,-7.891,Number of Wet Days,217
2016,PETTIGO (Belault),54.548,-7.891,Precipitation Amount,1401.4
2016,PETTIGO (Lough Derg),54.607,-7.861,Greatest Daily Fall,37.3
2016,PETTIGO (Lough Derg),54.607,-7.861,Number of Rain Days,284
2016,PETTIGO (Lough Derg),54.607,-7.861,Number of Wet Days,218
2016,PETTIGO (Lough Derg),54.607,-7.861,Precipitation Amount,1639.7
2016,PHOENIX PARK,53.364,-6.35,Precipitation Amount,704.1
2016,POLLMOUNTY FISH FARM,52.467,-6.903,Greatest Daily Fall,33.5
2016,POLLMOUNTY FISH FARM,52.467,-6.903,Number of Rain Days,174
2016,POLLMOUNTY FISH FARM,52.467,-6.903,Number of Wet Days,131
2016,POLLMOUNTY FISH FARM,52.467,-6.903,Precipitation Amount,974.6
2016,PORTLAW-MAYFIELD II,52.291,-7.301,Greatest Daily Fall,26.3
2016,PORTLAW-MAYFIELD II,52.291,-7.301,Number of Rain Days,182
2016,PORTLAW-MAYFIELD II,52.291,-7.301,Number of Wet Days,121
2016,PORTLAW-MAYFIELD II,52.291,-7.301,Precipitation Amount,807.7
2016,PORTUMNA O.P.W.,53.091,-8.194,Greatest Daily Fall,19.5
2016,PORTUMNA O.P.W.,53.091,-8.194,Number of Rain Days,212
2016,PORTUMNA O.P.W.,53.091,-8.194,Number of Wet Days,148
2016,PORTUMNA O.P.W.,53.091,-8.194,Precipitation Amount,803.4
2016,QUIGLEY'S POINT (Three Trees),55.106,-7.216,Greatest Daily Fall,31.6
2016,QUIGLEY'S POINT (Three Trees),55.106,-7.216,Number of Rain Days,261
2016,QUIGLEY'S POINT (Three Trees),55.106,-7.216,Number of Wet Days,199
2016,QUIGLEY'S POINT (Three Trees),55.106,-7.216,Precipitation Amount,1187
2016,QUILTY,52.815,-9.461,Greatest Daily Fall,35.4
2016,QUILTY,52.815,-9.461,Number of Rain Days,224
2016,QUILTY,52.815,-9.461,Number of Wet Days,180
2016,QUILTY,52.815,-9.461,Precipitation Amount,1139.5
2016,RATHKEALE (Duxton),52.48,-8.912,Greatest Daily Fall,26.6
2016,RATHKEALE (Duxton),52.48,-8.912,Number of Rain Days,213
2016,RATHKEALE (Duxton),52.48,-8.912,Number of Wet Days,176
2016,RATHKEALE (Duxton),52.48,-8.912,Precipitation Amount,895.4
2016,RATHMORE (Bounard),52.092,-9.298,Greatest Daily Fall,23.3
2016,RATHMORE (Bounard),52.092,-9.298,Number of Rain Days,142
2016,RATHMORE (Bounard),52.092,-9.298,Number of Wet Days,110
2016,RATHMORE (Bounard),52.092,-9.298,Precipitation Amount,699.6
2016,RATHWIRE,53.508,-7.141,Greatest Daily Fall,37.2
2016,RATHWIRE,53.508,-7.141,Number of Rain Days,215
2016,RATHWIRE,53.508,-7.141,Number of Wet Days,167
2016,RATHWIRE,53.508,-7.141,Precipitation Amount,976.1
2016,RATOATH,53.505,-6.464,Greatest Daily Fall,38
2016,RATOATH,53.505,-6.464,Number of Rain Days,199
2016,RATOATH,53.505,-6.464,Number of Wet Days,141
2016,RATOATH,53.505,-6.464,Precipitation Amount,738.2
2016,RIVERSTOWN (Glenmore Upper),54.036,-6.238,Greatest Daily Fall,39.7
2016,RIVERSTOWN (Glenmore Upper),54.036,-6.238,Number of Rain Days,226
2016,RIVERSTOWN (Glenmore Upper),54.036,-6.238,Number of Wet Days,171
2016,RIVERSTOWN (Glenmore Upper),54.036,-6.238,Precipitation Amount,1189.2
2016,ROADS,52.019,-10.139,Greatest Daily Fall,159.4
2016,ROADS,52.019,-10.139,Number of Rain Days,253
2016,ROADS,52.019,-10.139,Number of Wet Days,193
2016,ROADS,52.019,-10.139,Precipitation Amount,1670.3
2016,ROCHES POINT,51.793,-8.244,Precipitation Amount,969.8
2016,ROCHES POINT,51.793055555555554,-8.243888888888888,Mean Temperature,109.148
2016,ROCKCHAPEL,52.289,-9.136,Greatest Daily Fall,49.1
2016,ROCKCHAPEL,52.289,-9.136,Number of Rain Days,248
2016,ROCKCHAPEL,52.289,-9.136,Number of Wet Days,205
2016,ROCKCHAPEL,52.289,-9.136,Precipitation Amount,1419.3
2016,ROSCOMMON (Voc.Sch.) II,53.626,-8.201,Greatest Daily Fall,31.6
2016,ROSCOMMON (Voc.Sch.) II,53.626,-8.201,Number of Rain Days,233
2016,ROSCOMMON (Voc.Sch.) II,53.626,-8.201,Number of Wet Days,198
2016,ROSCOMMON (Voc.Sch.) II,53.626,-8.201,Precipitation Amount,1314.1
2016,ROSCREA (New Road),52.953,-7.794,Greatest Daily Fall,24.9
2016,ROSCREA (New Road),52.953,-7.794,Number of Rain Days,233
2016,ROSCREA (New Road),52.953,-7.794,Number of Wet Days,195
2016,ROSCREA (New Road),52.953,-7.794,Precipitation Amount,991.4
2016,ROSSCARBERY (Froe),51.595,-9.035,Greatest Daily Fall,43.1
2016,ROSSCARBERY (Froe),51.595,-9.035,Number of Rain Days,214
2016,ROSSCARBERY (Froe),51.595,-9.035,Number of Wet Days,159
2016,ROSSCARBERY (Froe),51.595,-9.035,Precipitation Amount,1329.4
2016,ROSSINVER ORGANIC CENTRE,54.393,-8.12,Greatest Daily Fall,24.5
2016,ROSSINVER ORGANIC CENTRE,54.393,-8.12,Number of Rain Days,268
2016,ROSSINVER ORGANIC CENTRE,54.393,-8.12,Number of Wet Days,217
2016,ROSSINVER ORGANIC CENTRE,54.393,-8.12,Precipitation Amount,1481.5
2016,ROUNDWOOD (Filter Beds),53.048,-6.189,Greatest Daily Fall,44
2016,ROUNDWOOD (Filter Beds),53.048,-6.189,Number of Rain Days,200
2016,ROUNDWOOD (Filter Beds),53.048,-6.189,Number of Wet Days,138
2016,ROUNDWOOD (Filter Beds),53.048,-6.189,Precipitation Amount,1051.2
2016,SCARRIFF (Fossabeg),52.915,-8.541,Greatest Daily Fall,29.2
2016,SCARRIFF (Fossabeg),52.915,-8.541,Number of Rain Days,242
2016,SCARRIFF (Fossabeg),52.915,-8.541,Number of Wet Days,174
2016,SCARRIFF (Fossabeg),52.915,-8.541,Precipitation Amount,1121.1
2016,SHANAGARRY NORTH,51.86,-8.035,Greatest Daily Fall,90.7
2016,SHANAGARRY NORTH,51.86,-8.035,Number of Rain Days,175
2016,SHANAGARRY NORTH,51.86,-8.035,Number of Wet Days,128
2016,SHANAGARRY NORTH,51.86,-8.035,Precipitation Amount,921.5
2016,SHANAGOLDEN (Old Abbey),52.576,-9.062,Greatest Daily Fall,28
2016,SHANAGOLDEN (Old Abbey),52.576,-9.062,Number of Rain Days,230
2016,SHANAGOLDEN (Old Abbey),52.576,-9.062,Number of Wet Days,175
2016,SHANAGOLDEN (Old Abbey),52.576,-9.062,Precipitation Amount,1043.4
2016,SHANNON,52.69,-8.918055555555554,Mean Temperature,107.137
2016,SHANNON AIRPORT,52.69,-8.918,Precipitation Amount,913.4
2016,SHANTONAGH (Tooa),54.054,-6.851,Greatest Daily Fall,23.8
2016,SHANTONAGH (Tooa),54.054,-6.851,Number of Rain Days,233
2016,SHANTONAGH (Tooa),54.054,-6.851,Number of Wet Days,165
2016,SHANTONAGH (Tooa),54.054,-6.851,Precipitation Amount,878.5
2016,SHERKIN ISLAND,51.476,-9.428,Greatest Daily Fall,38.3
2016,SHERKIN ISLAND,51.476,-9.428,Number of Rain Days,214
2016,SHERKIN ISLAND,51.476,-9.428,Number of Wet Days,162
2016,SHERKIN ISLAND,51.476,-9.428,Precipitation Amount,2183.3
2016,SHERKIN ISLAND,51.476,-9.428,Maximum Temperature,13.814
2016,SHERKIN ISLAND,51.476,-9.428,Minimum Temperature,8.638
2016,SHERKIN ISLAND,51.47611111111112,-9.428055555555554,Mean Temperature,110.73
2016,SILVERMINES MTNS. (Curreeny),52.734,-8.146,Precipitation Amount,1508.4
2016,SILVERMINES MTNS.(Curreeny),52.734,-8.146,Greatest Daily Fall,37.1
2016,SILVERMINES MTNS.(Curreeny),52.734,-8.146,Number of Rain Days,241
2016,SILVERMINES MTNS.(Curreeny),52.734,-8.146,Number of Wet Days,185
2016,SKIBEREEN (WaterTreatmentPlant),51.574,-9.27,Greatest Daily Fall,44.8
2016,SKIBEREEN (WaterTreatmentPlant),51.574,-9.27,Number of Rain Days,222
2016,SKIBEREEN (WaterTreatmentPlant),51.574,-9.27,Number of Wet Days,172
2016,SKIBEREEN (WaterTreatmentPlant),51.574,-9.27,Precipitation Amount,1435.9
2016,SKREEN II,54.243,-8.731,Greatest Daily Fall,40
2016,SKREEN II,54.243,-8.731,Number of Rain Days,260
2016,SKREEN II,54.243,-8.731,Number of Wet Days,203
2016,SKREEN II,54.243,-8.731,Precipitation Amount,1273.5
2016,SLANE (Ardcalf),53.739,-6.566,Greatest Daily Fall,25.2
2016,SLANE (Ardcalf),53.739,-6.566,Number of Rain Days,198
2016,SLANE (Ardcalf),53.739,-6.566,Number of Wet Days,149
2016,SLANE (Ardcalf),53.739,-6.566,Precipitation Amount,739
2016,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Greatest Daily Fall,24.2
2016,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Number of Rain Days,228
2016,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Number of Wet Days,168
2016,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Precipitation Amount,1024.9
2016,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Maximum Temperature,12.69
2016,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Minimum Temperature,5.653
2016,SLIEVE BLOOM MTNS.(NEALSTOWN),52.99305555555556,-7.703888888888889,Mean Temperature,91.685
2016,SNEEM,51.839,-9.903,Greatest Daily Fall,67
2016,SNEEM,51.839,-9.903,Number of Rain Days,243
2016,SNEEM,51.839,-9.903,Number of Wet Days,208
2016,SNEEM,51.839,-9.903,Precipitation Amount,1970.5
2016,STRAFFAN (Turnings),53.285,-6.624,Greatest Daily Fall,23.7
2016,STRAFFAN (Turnings),53.285,-6.624,Number of Rain Days,193
2016,STRAFFAN (Turnings),53.285,-6.624,Number of Wet Days,140
2016,STRAFFAN (Turnings),53.285,-6.624,Precipitation Amount,725.7
2016,STROKESTOWN (Carrowclogher),53.753,-8.108,Greatest Daily Fall,25.6
2016,STROKESTOWN (Carrowclogher),53.753,-8.108,Number of Rain Days,229
2016,STROKESTOWN (Carrowclogher),53.753,-8.108,Number of Wet Days,180
2016,STROKESTOWN (Carrowclogher),53.753,-8.108,Precipitation Amount,1023
2016,TAGHMON (Kilgarvan),52.351,-6.698,Greatest Daily Fall,38.4
2016,TAGHMON (Kilgarvan),52.351,-6.698,Number of Rain Days,173
2016,TAGHMON (Kilgarvan),52.351,-6.698,Number of Wet Days,135
2016,TAGHMON (Kilgarvan),52.351,-6.698,Precipitation Amount,1048.1
2016,TALLOW KILMORE,52.074,-7.982,Greatest Daily Fall,47.7
2016,TALLOW KILMORE,52.074,-7.982,Number of Rain Days,198
2016,TALLOW KILMORE,52.074,-7.982,Number of Wet Days,136
2016,TALLOW KILMORE,52.074,-7.982,Precipitation Amount,1135.5
2016,TALLOWBRIDGE,52.106,-8.003,Greatest Daily Fall,43.6
2016,TALLOWBRIDGE,52.106,-8.003,Number of Rain Days,194
2016,TALLOWBRIDGE,52.106,-8.003,Number of Wet Days,136
2016,TALLOWBRIDGE,52.106,-8.003,Precipitation Amount,980.9
2016,TERMON (Goldrum),55.062,-7.809,Greatest Daily Fall,20.2
2016,TERMON (Goldrum),55.062,-7.809,Number of Rain Days,264
2016,TERMON (Goldrum),55.062,-7.809,Number of Wet Days,210
2016,TERMON (Goldrum),55.062,-7.809,Precipitation Amount,1282.3
2016,TERMONBARRY,53.741,-7.917,Greatest Daily Fall,25.4
2016,TERMONBARRY,53.741,-7.917,Number of Rain Days,227
2016,TERMONBARRY,53.741,-7.917,Number of Wet Days,168
2016,TERMONBARRY,53.741,-7.917,Precipitation Amount,943.7
2016,TINAHELY (Mucklagh),52.814,-6.391,Greatest Daily Fall,44
2016,TINAHELY (Mucklagh),52.814,-6.391,Number of Rain Days,171
2016,TINAHELY (Mucklagh),52.814,-6.391,Number of Wet Days,140
2016,TINAHELY (Mucklagh),52.814,-6.391,Precipitation Amount,1108.5
2016,TOGHER (Barmeath Castle),53.826,-6.334,Greatest Daily Fall,21.9
2016,TOGHER (Barmeath Castle),53.826,-6.334,Number of Rain Days,203
2016,TOGHER (Barmeath Castle),53.826,-6.334,Number of Wet Days,140
2016,TOGHER (Barmeath Castle),53.826,-6.334,Precipitation Amount,715.9
2016,TOURMAKEADY WaterTreatmentPlant,53.682,-9.371,Greatest Daily Fall,67.6
2016,TOURMAKEADY WaterTreatmentPlant,53.682,-9.371,Number of Rain Days,259
2016,TOURMAKEADY WaterTreatmentPlant,53.682,-9.371,Number of Wet Days,210
2016,TOURMAKEADY WaterTreatmentPlant,53.682,-9.371,Precipitation Amount,1728.7
2016,TRALEE (Lisaboula),52.229,-9.649,Greatest Daily Fall,45.2
2016,TRALEE (Lisaboula),52.229,-9.649,Number of Rain Days,246
2016,TRALEE (Lisaboula),52.229,-9.649,Number of Wet Days,203
2016,TRALEE (Lisaboula),52.229,-9.649,Precipitation Amount,1639.3
2016,TRAMORE (Ard na Groi),52.173,-7.153,Greatest Daily Fall,35.8
2016,TRAMORE (Ard na Groi),52.173,-7.153,Number of Rain Days,181
2016,TRAMORE (Ard na Groi),52.173,-7.153,Number of Wet Days,126
2016,TRAMORE (Ard na Groi),52.173,-7.153,Precipitation Amount,961.4
2016,TULLA,52.868,-8.76,Greatest Daily Fall,29
2016,TULLA,52.868,-8.76,Number of Rain Days,247
2016,TULLA,52.868,-8.76,Number of Wet Days,186
2016,TULLA,52.868,-8.76,Precipitation Amount,1123.9
2016,TULLOW (Ardoyne Glebe),52.772,-6.693,Greatest Daily Fall,18.3
2016,TULLOW (Ardoyne Glebe),52.772,-6.693,Number of Rain Days,192
2016,TULLOW (Ardoyne Glebe),52.772,-6.693,Number of Wet Days,114
2016,TULLOW (Ardoyne Glebe),52.772,-6.693,Precipitation Amount,591.7
2016,TULLOW WATERWORKS,52.805,-6.743,Greatest Daily Fall,27.4
2016,TULLOW WATERWORKS,52.805,-6.743,Number of Rain Days,190
2016,TULLOW WATERWORKS,52.805,-6.743,Number of Wet Days,129
2016,TULLOW WATERWORKS,52.805,-6.743,Precipitation Amount,739.1
2016,TULLYCO (Artonagh),54.002,-7.173,Greatest Daily Fall,25.2
2016,TULLYCO (Artonagh),54.002,-7.173,Number of Rain Days,226
2016,TULLYCO (Artonagh),54.002,-7.173,Number of Wet Days,164
2016,TULLYCO (Artonagh),54.002,-7.173,Precipitation Amount,939.2
2016,TYRRELLSPASS,53.368,-7.398,Greatest Daily Fall,21.7
2016,TYRRELLSPASS,53.368,-7.398,Number of Rain Days,210
2016,TYRRELLSPASS,53.368,-7.398,Number of Wet Days,159
2016,TYRRELLSPASS,53.368,-7.398,Precipitation Amount,870.8
2016,VALENTIA OBSERVATORY,51.938,-10.241,Precipitation Amount,1616.9
2016,VENTRY THE BOAT SLIP,52.132,-10.361,Greatest Daily Fall,69.4
2016,VENTRY THE BOAT SLIP,52.132,-10.361,Number of Rain Days,263
2016,VENTRY THE BOAT SLIP,52.132,-10.361,Number of Wet Days,221
2016,VENTRY THE BOAT SLIP,52.132,-10.361,Precipitation Amount,1232.2
2016,VIRGINIA,53.834,-7.076,Greatest Daily Fall,29.2
2016,VIRGINIA,53.834,-7.076,Number of Rain Days,181
2016,VIRGINIA,53.834,-7.076,Number of Wet Days,160
2016,VIRGINIA,53.834,-7.076,Precipitation Amount,712.3
2016,WATERFORD (TYCOR),52.253055555555555,-7.13111111111111,Mean Temperature,111.915
2016,WATERGRASSHILL (Tinageragh),52.014,-8.35,Greatest Daily Fall,47.2
2016,WATERGRASSHILL (Tinageragh),52.014,-8.35,Number of Rain Days,213
2016,WATERGRASSHILL (Tinageragh),52.014,-8.35,Number of Wet Days,158
2016,WATERGRASSHILL (Tinageragh),52.014,-8.35,Precipitation Amount,1294.2
2016,WATERVILLE OCTIVE NO.9,51.869,-10.051,Greatest Daily Fall,201.2
2016,WATERVILLE OCTIVE NO.9,51.869,-10.051,Number of Rain Days,259
2016,WATERVILLE OCTIVE NO.9,51.869,-10.051,Number of Wet Days,213
2016,WATERVILLE OCTIVE NO.9,51.869,-10.051,Precipitation Amount,2535.9
2016,WESTPORT (Ayle),53.772,-9.41,Greatest Daily Fall,42.4
2016,WESTPORT (Ayle),53.772,-9.41,Number of Rain Days,261
2016,WESTPORT (Ayle),53.772,-9.41,Number of Wet Days,200
2016,WESTPORT (Ayle),53.772,-9.41,Precipitation Amount,1327.8
2016,WESTPORT (Carrabawn),53.792,-9.527,Greatest Daily Fall,46.7
2016,WESTPORT (Carrabawn),53.792,-9.527,Number of Rain Days,255
2016,WESTPORT (Carrabawn),53.792,-9.527,Number of Wet Days,202
2016,WESTPORT (Carrabawn),53.792,-9.527,Precipitation Amount,1230.8
2016,WEXFORD (Newtown W.W.),52.342,-6.501,Greatest Daily Fall,42.3
